Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,Carbon_Footprint_KG,Water_Usage_KG,Recycling_Programs_Encoded
BRAND-4053,Brand_4053,France,2016,0.6345726083289821,Hemp,Yes,60263.43,No,17,172.36,Declining,GOTS,480770.0,2436645.82,2
BRAND-4054,Brand_4054,Italy,2024,0.3338041586255688,Bamboo Fabric,No,15793.2,Yes,11,68.14,Stable,OEKO-TEX,368710.0,3068642.69,1
BRAND-4055,Brand_4055,Brazil,2010,0.5328334494412134,Tencel,Yes,34338.23,No,18,287.38,Growing,GOTS,148320.0,3743876.36,2
BRAND-4056,Brand_4056,Italy,2020,0.24890245105491524,Hemp,Yes,48001.72,No,20,61.39,Stable,GOTS,91380.0,84770.31,2
BRAND-4057,Brand_4057,Germany,2021,0.4258312027663965,Tencel,No,45711.76,No,6,53.8,Declining,Fair Trade,260130.0,2270215.52,2
BRAND-4058,Brand_4058,Australia,2024,0.7191623253147178,Vegan Leather,No,89539.01,No,20,107.38,Growing,OEKO-TEX,462210.0,3611219.58,2
BRAND-4059,Brand_4059,India,2017,0.3318150123568042,Vegan Leather,No,53729.72,Yes,18,246.44,Declining,Fair Trade,18300.0,2794841.04,1
BRAND-4060,Brand_4060,China,2014,0.21066967045254106,Hemp,Yes,46688.39,Yes,18,125.09,Stable,GOTS,196970.0,93941.39,1
BRAND-4061,Brand_4061,Japan,2024,0.628865687823284,Hemp,No,17423.48,No,16,444.7,Stable,Fair Trade,206000.0,4359070.42,2
BRAND-4062,Brand_4062,Australia,2014,0.49518348680366264,Hemp,No,85950.75,No,1,113.96,Declining,Fair Trade,250680.0,1178140.5,2
BRAND-4063,Brand_4063,Germany,2015,0.5410173777134907,Hemp,Yes,85508.79,Yes,13,107.79,Stable,B Corp,452210.0,2664209.84,1
BRAND-4064,Brand_4064,Australia,2018,0.20167658033035948,Vegan Leather,Yes,25392.95,Yes,12,89.37,Growing,B Corp,12190.0,3199298.23,1
BRAND-4065,Brand_4065,USA,2015,0.5607941519046259,Hemp,Yes,13524.54,No,14,316.52,Growing,B Corp,387300.0,2653595.73,2
BRAND-4066,Brand_4066,Australia,2010,0.5388073307310748,Bamboo Fabric,No,68164.37,No,6,395.34,Declining,Fair Trade,203340.0,499929.3,2
BRAND-4067,Brand_4067,France,2012,0.413632328403142,Tencel,No,39976.0,No,13,82.62,Growing,Fair Trade,300860.0,1589558.68,2
BRAND-4068,Brand_4068,Germany,2022,0.45026267112609863,Vegan Leather,No,76526.2,Yes,10,347.34,Stable,GOTS,176830.0,1477969.61,1
BRAND-4069,Brand_4069,USA,2024,0.43554949998515635,Hemp,No,81485.89,Yes,12,99.52,Declining,B Corp,294090.0,2342360.37,1
BRAND-4070,Brand_4070,France,2011,0.30785892871279874,Recycled Polyester,Yes,9167.45,No,3,291.31,Stable,GOTS,131550.0,432976.75,2
BRAND-4071,Brand_4071,UK,2014,0.6637413506209616,Bamboo Fabric,Yes,68906.36,No,16,343.84,Growing,GOTS,499090.0,633093.31,2
BRAND-4072,Brand_4072,France,2024,0.5389259745294194,Hemp,No,54660.93,No,15,319.17,Growing,Fair Trade,301760.0,982876.09,2
BRAND-4073,Brand_4073,USA,2023,0.5919216693098155,Hemp,Yes,74397.55,No,13,39.04,Declining,GOTS,243950.0,4623272.09,2
BRAND-4074,Brand_4074,India,2013,0.42864427698320673,Organic Cotton,No,67449.31,No,19,182.39,Stable,B Corp,101210.0,1497695.78,2
BRAND-4075,Brand_4075,France,2015,0.6677108865839285,Organic Cotton,No,78116.74,Yes,8,345.63,Declining,GOTS,344670.0,4262711.59,1
BRAND-4076,Brand_4076,Germany,2011,0.5187575723519565,Vegan Leather,Yes,53751.25,No,15,106.83,Growing,GOTS,154460.0,4314834.31,2
BRAND-4077,Brand_4077,USA,2020,0.6498894387733575,Recycled Polyester,No,73984.3,No,6,494.16,Stable,OEKO-TEX,10560.0,3429851.61,2
BRAND-4078,Brand_4078,Japan,2013,0.5120538739338449,Hemp,Yes,18379.54,No,5,130.31,Stable,GOTS,374130.0,3479842.91,2
BRAND-4079,Brand_4079,Italy,2021,0.31748875561097023,Organic Cotton,No,13505.87,No,11,155.31,Growing,GOTS,198210.0,1172819.15,2
BRAND-4080,Brand_4080,China,2019,0.45023377428569267,Bamboo Fabric,No,25506.18,No,13,151.29,Declining,GOTS,229710.0,3068837.1,2
BRAND-4081,Brand_4081,India,2012,0.6108207786460398,Tencel,Yes,52611.28,Yes,8,160.05,Stable,B Corp,474250.0,4987603.01,1
BRAND-4082,Brand_4082,Brazil,2018,0.3511822965703649,Recycled Polyester,Yes,70615.19,Yes,6,318.86,Stable,OEKO-TEX,65830.0,1121154.04,1
BRAND-4083,Brand_4083,USA,2013,0.45195080808849475,Bamboo Fabric,Yes,72579.21,Yes,9,135.97,Declining,OEKO-TEX,150120.0,4193721.42,1
BRAND-4084,Brand_4084,Brazil,2023,0.5109067724960416,Vegan Leather,No,51724.01,No,20,295.38,Growing,B Corp,375080.0,56655.61,2
BRAND-4085,Brand_4085,France,2021,0.7941324466228181,Bamboo Fabric,No,91635.59,No,9,428.53,Declining,B Corp,271490.0,3622407.76,2
BRAND-4086,Brand_4086,UK,2019,0.38486659628078124,Recycled Polyester,Yes,26945.61,Yes,13,70.43,Declining,Fair Trade,267820.0,4569135.45,1
BRAND-4087,Brand_4087,India,2011,0.44978286863391514,Bamboo Fabric,Yes,13820.9,Yes,18,131.48,Growing,GOTS,423280.0,4372393.46,1
BRAND-4088,Brand_4088,Brazil,2012,0.7413839231819472,Vegan Leather,Yes,82680.77,No,2,369.15,Growing,GOTS,265070.0,3655143.09,2
BRAND-4089,Brand_4089,Japan,2014,0.4207563866407926,Tencel,No,20365.72,Yes,8,418.29,Growing,Fair Trade,62060.0,4068576.23,1
BRAND-4090,Brand_4090,USA,2019,0.621662298139747,Tencel,No,99671.59,No,10,252.29,Growing,Fair Trade,28980.0,3912658.05,2
BRAND-4091,Brand_4091,France,2012,0.3493184509052555,Vegan Leather,Yes,15344.5,Yes,3,345.25,Growing,B Corp,69520.0,3519390.68,1
BRAND-4092,Brand_4092,Japan,2011,0.6146749816150308,Bamboo Fabric,No,82456.65,Yes,10,282.71,Declining,Fair Trade,484900.0,2189799.55,1
BRAND-4093,Brand_4093,Australia,2022,0.4275508268338184,Hemp,Yes,50051.57,Yes,6,82.91,Growing,Fair Trade,196430.0,4896467.96,1
BRAND-4094,Brand_4094,India,2014,0.57568089427497,Recycled Polyester,No,72804.15,Yes,2,370.13,Stable,GOTS,113120.0,4680376.98,1
BRAND-4095,Brand_4095,Australia,2011,0.1903460095233344,Organic Cotton,Yes,47020.95,Yes,2,49.06,Growing,B Corp,68220.0,1745535.37,1
BRAND-4096,Brand_4096,France,2018,0.34506013412643133,Organic Cotton,No,49887.21,Yes,12,265.17,Growing,B Corp,110620.0,2137350.34,1
BRAND-4097,Brand_4097,Japan,2017,0.27361279214515666,Bamboo Fabric,No,91739.45,Yes,12,116.99,Declining,GOTS,29140.0,937251.97,1
BRAND-4098,Brand_4098,Italy,2010,0.43902005217471884,Vegan Leather,No,35903.19,Yes,10,390.64,Stable,GOTS,279820.0,1775576.69,1
BRAND-4099,Brand_4099,Italy,2024,0.4223156260901264,Vegan Leather,No,16902.87,Yes,9,273.3,Declining,GOTS,394900.0,2445253.76,1
BRAND-4100,Brand_4100,India,2015,0.5726111159831974,Bamboo Fabric,No,20330.18,No,11,211.52,Stable,Fair Trade,325380.0,4284651.55,2
BRAND-4101,Brand_4101,Japan,2020,0.4234660235466502,Organic Cotton,Yes,31594.09,Yes,8,210.77,Stable,GOTS,362130.0,2723077.45,1
BRAND-4102,Brand_4102,Japan,2017,0.3912966112215812,Tencel,No,39286.52,Yes,14,23.21,Declining,GOTS,246010.0,4803312.84,1
BRAND-4103,Brand_4103,Italy,2010,0.4895639716209107,Recycled Polyester,Yes,67571.99,No,13,275.5,Stable,GOTS,174920.0,1044546.18,2
BRAND-4104,Brand_4104,France,2016,0.47156471100884867,Vegan Leather,Yes,91451.31,Yes,5,23.24,Stable,OEKO-TEX,312150.0,3215227.98,1
BRAND-4105,Brand_4105,Italy,2013,0.3361594779346806,Bamboo Fabric,No,33575.68,Yes,19,73.6,Stable,B Corp,390570.0,1955614.7,1
BRAND-4106,Brand_4106,Japan,2014,0.3331046224858901,Hemp,Yes,11352.53,No,3,142.82,Declining,GOTS,159670.0,2124178.04,2
BRAND-4107,Brand_4107,Italy,2021,0.37821058722722956,Bamboo Fabric,No,18877.43,No,11,124.16,Growing,Fair Trade,129860.00000000001,3185633.96,2
BRAND-4108,Brand_4108,Australia,2022,0.49622920369234047,Hemp,Yes,35595.6,Yes,16,289.51,Growing,B Corp,318010.0,3659648.98,1
BRAND-4109,Brand_4109,Brazil,2022,0.6148163326972552,Hemp,Yes,80441.57,No,10,444.47,Growing,Fair Trade,107900.0,1918857.52,2
BRAND-4110,Brand_4110,USA,2011,0.5784891268733465,Organic Cotton,Yes,79492.16,Yes,8,158.37,Declining,Fair Trade,295280.0,4793347.74,1
BRAND-4111,Brand_4111,Brazil,2010,0.4763597688227188,Tencel,Yes,59747.48,Yes,17,382.46,Stable,Fair Trade,261890.0,1633536.5,1
BRAND-4112,Brand_4112,Brazil,2019,0.5145056182039993,Tencel,Yes,34613.37,Yes,16,340.99,Growing,B Corp,412610.0,2598515.88,1
BRAND-4113,Brand_4113,USA,2014,0.5817365567908985,Hemp,Yes,73614.14,Yes,5,354.64,Growing,Fair Trade,144650.0,4611547.17,1
BRAND-4114,Brand_4114,USA,2014,0.2569411762074084,Vegan Leather,No,41661.19,Yes,7,167.24,Stable,B Corp,161400.0,1224983.71,1
BRAND-4115,Brand_4115,Italy,2021,0.6046962207372398,Organic Cotton,No,96099.98,Yes,16,234.14,Declining,Fair Trade,332910.0,3340568.83,1
BRAND-4116,Brand_4116,Brazil,2017,0.37975808630495245,Vegan Leather,No,61545.12,Yes,16,233.27,Declining,B Corp,332840.0,379806.73,1
BRAND-4117,Brand_4117,Germany,2022,0.6295306361281329,Tencel,Yes,80097.63,No,3,75.54,Declining,GOTS,379930.0,3373470.06,2
BRAND-4118,Brand_4118,China,2018,0.6899425333540106,Vegan Leather,Yes,86453.13,No,8,324.6,Stable,OEKO-TEX,176740.0,3750157.23,2
BRAND-4119,Brand_4119,Brazil,2018,0.432270850866451,Bamboo Fabric,No,69515.47,Yes,13,143.17,Stable,B Corp,389490.0,1452668.19,1
BRAND-4120,Brand_4120,France,2014,0.18383306486948733,Recycled Polyester,Yes,1826.92,Yes,14,43.41,Stable,OEKO-TEX,34500.0,4257426.5,1
BRAND-4121,Brand_4121,USA,2023,0.6026936740403284,Organic Cotton,Yes,44213.6,No,9,77.88,Growing,Fair Trade,434310.0,4028308.18,2
BRAND-4122,Brand_4122,Germany,2012,0.29032584786840987,Tencel,Yes,60194.32,Yes,10,139.95,Growing,GOTS,81480.0,2088635.77,1
BRAND-4123,Brand_4123,Italy,2020,0.5191667876208365,Recycled Polyester,No,6696.51,No,6,243.13,Declining,B Corp,232700.0,4449691.84,2
BRAND-4124,Brand_4124,China,2019,0.48568246103524937,Bamboo Fabric,Yes,27731.52,No,14,372.37,Growing,B Corp,342120.0,249355.24,2
BRAND-4125,Brand_4125,Japan,2014,0.49156594518869234,Bamboo Fabric,Yes,69342.51,No,17,410.58,Declining,B Corp,46110.0,877986.08,2
BRAND-4126,Brand_4126,Japan,2023,0.5718971094673861,Recycled Polyester,Yes,75300.66,Yes,7,204.78,Stable,GOTS,383760.0,3488085.38,1
BRAND-4127,Brand_4127,USA,2022,0.5702698376567152,Organic Cotton,Yes,12999.41,Yes,20,480.71,Stable,GOTS,283670.0,4669517.68,1
BRAND-4128,Brand_4128,Japan,2022,0.5948709540480016,Vegan Leather,No,79292.89,No,14,94.83,Stable,GOTS,274080.0,3553310.83,2
BRAND-4129,Brand_4129,China,2021,0.6330526251854308,Organic Cotton,No,54519.4,No,7,236.84,Growing,OEKO-TEX,209780.0,4740748.94,2
BRAND-4130,Brand_4130,Japan,2013,0.44976891207339886,Vegan Leather,No,47969.46,No,9,250.51,Stable,GOTS,309610.0,97510.81,2
BRAND-4131,Brand_4131,India,2019,0.39989489797917066,Vegan Leather,No,53330.5,No,19,37.39,Stable,GOTS,103590.0,3096769.38,2
BRAND-4132,Brand_4132,Italy,2023,0.5176576741136771,Organic Cotton,Yes,94617.77,Yes,15,26.21,Growing,GOTS,378100.0,3324269.06,1
BRAND-4133,Brand_4133,Australia,2010,0.4241938118973059,Bamboo Fabric,Yes,84337.66,Yes,20,157.49,Growing,OEKO-TEX,387380.0,417677.23,1
BRAND-4134,Brand_4134,Australia,2014,0.4906442361770075,Recycled Polyester,No,57515.98,No,19,147.44,Growing,B Corp,61780.0,4047822.87,2
BRAND-4135,Brand_4135,UK,2019,0.32869316758107625,Vegan Leather,No,18682.77,Yes,9,120.24,Growing,Fair Trade,268980.0,3275311.29,1
BRAND-4136,Brand_4136,Germany,2010,0.4265739815336389,Hemp,No,28689.09,No,3,54.49,Declining,GOTS,403480.0,1683801.85,2
BRAND-4137,Brand_4137,Australia,2014,0.39684495911141193,Recycled Polyester,Yes,15713.6,No,3,119.2,Declining,OEKO-TEX,322900.0,1841951.62,2
BRAND-4138,Brand_4138,USA,2012,0.4052903539689875,Organic Cotton,No,47370.39,Yes,1,427.93,Declining,OEKO-TEX,155510.0,1361050.8,1
BRAND-4139,Brand_4139,UK,2015,0.6207621772653127,Hemp,No,18172.52,Yes,14,418.98,Declining,Fair Trade,498510.0,3950955.77,1
BRAND-4140,Brand_4140,China,2012,0.5642184647535758,Hemp,No,32806.76,No,6,180.4,Growing,Fair Trade,481090.0,2248659.5,2
BRAND-4141,Brand_4141,Japan,2014,0.4713492981783276,Organic Cotton,Yes,40141.82,Yes,5,170.9,Growing,B Corp,404120.0,3291647.93,1
BRAND-4142,Brand_4142,France,2012,0.3908040560881071,Organic Cotton,Yes,2013.78,No,10,93.31,Growing,GOTS,330450.0,2593247.98,2
BRAND-4143,Brand_4143,Japan,2013,0.3100496118049968,Bamboo Fabric,Yes,74484.64,Yes,18,71.74,Declining,GOTS,87570.0,2442361.96,1
BRAND-4144,Brand_4144,Brazil,2012,0.532625125225099,Vegan Leather,Yes,60519.86,Yes,10,444.47,Growing,GOTS,150790.0,3235883.72,1
BRAND-4145,Brand_4145,Italy,2011,0.6248062283419409,Bamboo Fabric,No,75509.03,No,8,319.84,Growing,OEKO-TEX,444590.0,292350.46,2
BRAND-4146,Brand_4146,India,2023,0.3776683357746151,Recycled Polyester,Yes,58025.05,No,19,134.86,Stable,Fair Trade,216980.0,237503.07,2
BRAND-4147,Brand_4147,India,2013,0.670756467736591,Vegan Leather,Yes,63932.93,No,18,251.35,Growing,GOTS,217660.0,4827087.52,2
BRAND-4148,Brand_4148,Italy,2014,0.4227495197441168,Tencel,Yes,17746.58,Yes,4,383.4,Growing,GOTS,112460.0,4099237.22,1
BRAND-4149,Brand_4149,China,2010,0.38482794155477107,Hemp,No,46466.28,Yes,18,450.31,Stable,GOTS,200330.0,293973.42,1
BRAND-4150,Brand_4150,India,2010,0.3157114332180998,Bamboo Fabric,No,14191.17,Yes,5,79.54,Stable,Fair Trade,218530.0,4162208.27,1
BRAND-4151,Brand_4151,China,2011,0.7509953797007838,Tencel,No,84625.79,Yes,1,482.61,Growing,B Corp,410790.0,3574586.8,1
BRAND-4152,Brand_4152,Japan,2024,0.5719016853306423,Hemp,Yes,95090.32,Yes,13,440.76,Declining,OEKO-TEX,171710.0,2162764.31,1
BRAND-4153,Brand_4153,Japan,2018,0.6576255813418382,Recycled Polyester,No,73708.56,No,8,224.25,Growing,B Corp,388110.0,2636323.08,2
BRAND-4154,Brand_4154,Italy,2014,0.3047450358209216,Organic Cotton,Yes,29855.37,No,5,185.73,Growing,OEKO-TEX,133640.0,424009.63,2
BRAND-4155,Brand_4155,Japan,2020,0.6167184474379345,Tencel,Yes,91093.92,Yes,4,178.41,Stable,GOTS,383970.0,3910945.12,1
BRAND-4156,Brand_4156,Germany,2024,0.3252079596323826,Vegan Leather,Yes,36217.76,No,11,213.65,Stable,OEKO-TEX,82750.0,753281.64,2
BRAND-4157,Brand_4157,Brazil,2010,0.4952709754736673,Hemp,Yes,60252.49,No,8,283.54,Growing,GOTS,169120.0,1501908.3,2
BRAND-4158,Brand_4158,Australia,2011,0.7956549146009384,Bamboo Fabric,No,95538.9,No,15,448.96,Stable,GOTS,391180.0,2041848.89,2
BRAND-4159,Brand_4159,Germany,2013,0.5327559168497364,Vegan Leather,No,86701.32,Yes,2,233.04,Stable,GOTS,348730.0,2160654.3,1
BRAND-4160,Brand_4160,China,2016,0.4284880184666281,Tencel,Yes,43729.31,Yes,7,303.4,Stable,GOTS,17580.0,4718596.9,1
BRAND-4161,Brand_4161,France,2017,0.6589708927492928,Tencel,No,94941.35,No,15,478.23,Growing,GOTS,82940.0,2015118.27,2
BRAND-4162,Brand_4162,USA,2024,0.447038676800963,Organic Cotton,Yes,28878.82,No,7,34.33,Declining,B Corp,306940.0,3283439.07,2
BRAND-4163,Brand_4163,Australia,2022,0.5212634724926475,Tencel,No,89262.14,No,13,55.7,Stable,GOTS,317090.0,1499807.75,2
BRAND-4164,Brand_4164,Brazil,2018,0.4699712749282351,Vegan Leather,No,47171.44,No,20,304.22,Growing,GOTS,48220.0,2624725.18,2
BRAND-4165,Brand_4165,USA,2010,0.534492468283535,Bamboo Fabric,Yes,24074.63,Yes,14,368.5,Growing,OEKO-TEX,393540.0,3443265.1,1
BRAND-4166,Brand_4166,Germany,2016,0.6462309802780997,Hemp,Yes,76759.91,No,19,91.05,Growing,B Corp,349610.0,4030229.63,2
BRAND-4167,Brand_4167,France,2013,0.4926926814015561,Hemp,Yes,79612.37,Yes,16,197.93,Declining,Fair Trade,142830.0,4117126.28,1
BRAND-4168,Brand_4168,China,2021,0.600507120624415,Tencel,No,93692.99,Yes,14,496.23,Stable,Fair Trade,249430.0,1465637.07,1
BRAND-4169,Brand_4169,Italy,2013,0.46097854196171983,Tencel,No,63127.71,No,1,161.77,Growing,GOTS,288790.0,716361.6,2
BRAND-4170,Brand_4170,Germany,2011,0.5327342024379351,Tencel,No,9712.71,No,16,332.31,Growing,B Corp,437180.0,1590988.82,2
BRAND-4171,Brand_4171,Australia,2014,0.5675114165120158,Tencel,Yes,10864.95,No,16,350.27,Declining,GOTS,218350.0,4271670.26,2
BRAND-4172,Brand_4172,USA,2017,0.5966958512903614,Tencel,Yes,6252.41,No,9,361.77,Growing,OEKO-TEX,395540.0,3206982.74,2
BRAND-4173,Brand_4173,China,2024,0.21279248620121236,Hemp,Yes,31624.23,Yes,12,309.85,Stable,GOTS,73570.0,192631.69,1
BRAND-4174,Brand_4174,Japan,2021,0.5139451331991826,Bamboo Fabric,Yes,16270.36,Yes,1,359.7,Stable,GOTS,495530.0,2469601.61,1
BRAND-4175,Brand_4175,France,2010,0.37243008717401227,Organic Cotton,Yes,84373.37,Yes,4,386.87,Declining,OEKO-TEX,13350.0,694498.77,1
BRAND-4176,Brand_4176,USA,2024,0.595671430034997,Bamboo Fabric,Yes,46922.53,No,18,402.9,Growing,GOTS,154640.0,3153467.8,2
BRAND-4177,Brand_4177,Italy,2016,0.3112967762347082,Tencel,No,29086.69,No,20,72.36,Growing,GOTS,278150.0,333599.95,2
BRAND-4178,Brand_4178,China,2014,0.6684064884871498,Organic Cotton,No,67186.94,No,9,180.09,Growing,GOTS,345480.0,4077357.42,2
BRAND-4179,Brand_4179,Japan,2024,0.5517077683817474,Recycled Polyester,No,55324.95,No,3,275.94,Growing,OEKO-TEX,27480.0,4428310.04,2
BRAND-4180,Brand_4180,Germany,2023,0.16517598281654858,Hemp,No,60790.22,Yes,4,79.73,Growing,GOTS,11000.0,789481.76,1
BRAND-4181,Brand_4181,China,2022,0.409726423352472,Bamboo Fabric,No,52172.94,Yes,15,310.42,Stable,OEKO-TEX,351590.0,473920.93,1
BRAND-4182,Brand_4182,China,2024,0.6011467188836361,Organic Cotton,Yes,64083.51,Yes,16,315.94,Stable,OEKO-TEX,405710.0,3270378.33,1
BRAND-4183,Brand_4183,Japan,2018,0.6086722015298779,Vegan Leather,No,44719.88,Yes,16,462.81,Declining,GOTS,261899.99999999997,4298142.01,1
BRAND-4184,Brand_4184,Italy,2013,0.5414420650652251,Recycled Polyester,No,77574.6,Yes,13,364.58,Growing,GOTS,36160.0,4561283.06,1
BRAND-4185,Brand_4185,Brazil,2017,0.5904404002396866,Recycled Polyester,Yes,64416.76,No,4,86.39,Stable,GOTS,282870.0,4201358.47,2
BRAND-4186,Brand_4186,Australia,2022,0.6170785045499972,Tencel,Yes,81843.13,Yes,2,297.42,Stable,OEKO-TEX,199620.0,4985763.54,1
BRAND-4187,Brand_4187,India,2024,0.26994475018853636,Recycled Polyester,No,25696.41,Yes,15,157.97,Stable,GOTS,308690.0,906343.2,1
BRAND-4188,Brand_4188,China,2018,0.46741981128469223,Organic Cotton,No,23743.62,Yes,11,255.83,Stable,GOTS,456330.0,2610511.3,1
BRAND-4189,Brand_4189,Japan,2018,0.35580292114402745,Recycled Polyester,Yes,55832.14,No,19,26.56,Growing,GOTS,21920.0,2987854.78,2
BRAND-4190,Brand_4190,UK,2021,0.5543351067312776,Bamboo Fabric,Yes,42675.68,Yes,15,448.79,Declining,GOTS,252700.0,3506339.17,1
BRAND-4191,Brand_4191,UK,2024,0.22739019737633695,Bamboo Fabric,No,11941.12,Yes,10,474.61,Declining,GOTS,19890.0,289679.74,1
BRAND-4192,Brand_4192,India,2017,0.6217296146406495,Bamboo Fabric,No,82819.2,Yes,16,380.03,Declining,GOTS,229520.0,3867553.64,1
BRAND-4193,Brand_4193,USA,2020,0.6135429448242099,Organic Cotton,No,1190.02,Yes,10,437.47,Declining,GOTS,452420.0,4915436.11,1
BRAND-4194,Brand_4194,UK,2019,0.6110770262918718,Tencel,No,71586.83,No,11,163.57,Growing,GOTS,362620.0,2663698.22,2
BRAND-4195,Brand_4195,USA,2021,0.4776711146173054,Vegan Leather,No,38510.74,No,4,166.12,Declining,B Corp,447200.0,650655.94,2
BRAND-4196,Brand_4196,Japan,2021,0.43052703363076394,Hemp,No,35886.82,Yes,6,343.04,Growing,OEKO-TEX,317870.0,1715482.89,1
BRAND-4197,Brand_4197,China,2022,0.4413786001020098,Bamboo Fabric,No,32856.2,Yes,8,142.43,Stable,GOTS,418140.0,3186692.3,1
BRAND-4198,Brand_4198,USA,2016,0.5150269222097954,Tencel,No,14437.93,No,5,280.39,Growing,GOTS,193170.0,3985154.91,2
BRAND-4199,Brand_4199,China,2021,0.5950961001328279,Organic Cotton,Yes,39418.28,No,4,136.96,Growing,OEKO-TEX,466680.0,3163714.34,2
BRAND-4200,Brand_4200,Brazil,2014,0.6824178451191701,Recycled Polyester,No,75317.7,Yes,1,428.93,Declining,GOTS,370600.0,3574772.12,1
BRAND-4201,Brand_4201,Brazil,2023,0.5628193551273744,Tencel,Yes,74061.51,Yes,3,179.9,Declining,Fair Trade,458650.0,2867964.25,1
BRAND-4202,Brand_4202,China,2016,0.13838494333412046,Vegan Leather,No,4505.85,Yes,18,96.04,Stable,GOTS,232770.0,630482.82,1
BRAND-4203,Brand_4203,Germany,2010,0.6690365222361466,Vegan Leather,Yes,93333.15,No,5,152.26,Stable,Fair Trade,214240.0,4400974.23,2
BRAND-4204,Brand_4204,China,2020,0.41378058255806127,Bamboo Fabric,No,23841.99,Yes,19,422.34,Growing,OEKO-TEX,112620.0,3199096.0,1
BRAND-4205,Brand_4205,USA,2013,0.5708400985851164,Organic Cotton,No,35825.65,No,17,58.02,Growing,GOTS,364570.0,4691210.31,2
BRAND-4206,Brand_4206,Australia,2023,0.20252194942774335,Hemp,Yes,19766.21,Yes,1,43.0,Growing,GOTS,301330.0,1074671.47,1
BRAND-4207,Brand_4207,USA,2023,0.8439859092413388,Tencel,No,86952.24,No,11,368.65,Growing,Fair Trade,494810.0,3276393.07,2
BRAND-4208,Brand_4208,Germany,2017,0.6589709260654607,Organic Cotton,No,88524.72,Yes,7,232.94,Declining,B Corp,394120.0,4246214.19,1
BRAND-4209,Brand_4209,China,2023,0.38261722803377296,Bamboo Fabric,Yes,14021.17,Yes,6,26.03,Declining,GOTS,443370.0,3865081.95,1
BRAND-4210,Brand_4210,USA,2015,0.8521484469436106,Organic Cotton,No,77899.8,No,14,496.91,Declining,B Corp,435770.0,3146651.18,2
BRAND-4211,Brand_4211,France,2013,0.511792692289682,Recycled Polyester,No,62752.91,Yes,15,237.49,Stable,OEKO-TEX,340640.0,2950174.88,1
BRAND-4212,Brand_4212,Italy,2010,0.6780579106995899,Recycled Polyester,No,48057.34,No,14,367.79,Stable,Fair Trade,394750.0,2767751.65,2
BRAND-4213,Brand_4213,USA,2022,0.5337595076841464,Tencel,Yes,38642.72,No,9,400.93,Growing,Fair Trade,53800.0,3309523.3,2
BRAND-4214,Brand_4214,Italy,2012,0.5909544892072172,Organic Cotton,No,34332.54,Yes,16,434.21,Growing,B Corp,438470.0,2969408.04,1
BRAND-4215,Brand_4215,France,2023,0.3913851545091349,Vegan Leather,No,3734.36,No,6,323.49,Growing,OEKO-TEX,41530.0,3013235.71,2
BRAND-4216,Brand_4216,Brazil,2012,0.3251082736294636,Tencel,No,8108.96,No,2,186.01,Declining,GOTS,214840.0,1111253.32,2
BRAND-4217,Brand_4217,China,2012,0.6147067086987712,Vegan Leather,Yes,26679.38,No,18,278.86,Declining,OEKO-TEX,480100.0,2584355.48,2
BRAND-4218,Brand_4218,India,2011,0.40714156499933674,Vegan Leather,No,13465.31,Yes,7,342.88,Declining,GOTS,107870.0,4457734.52,1
BRAND-4219,Brand_4219,USA,2017,0.576754086010665,Tencel,No,37594.51,Yes,19,494.94,Growing,B Corp,160020.0,4675214.06,1
BRAND-4220,Brand_4220,UK,2023,0.4086204069031182,Vegan Leather,No,19571.31,No,7,255.39,Declining,OEKO-TEX,216020.0,1543089.82,2
BRAND-4221,Brand_4221,Australia,2016,0.49205908985102986,Organic Cotton,Yes,39382.71,Yes,6,393.95,Stable,GOTS,354410.0,1923406.18,1
BRAND-4222,Brand_4222,Brazil,2012,0.6409707624210588,Vegan Leather,No,42614.93,No,20,427.4,Stable,GOTS,463920.0,944742.54,2
BRAND-4223,Brand_4223,Italy,2014,0.4550089130406698,Recycled Polyester,No,40893.64,Yes,15,179.23,Growing,B Corp,227180.0,4605945.59,1
BRAND-4224,Brand_4224,Brazil,2016,0.471171496064144,Bamboo Fabric,Yes,74731.63,Yes,6,296.3,Stable,B Corp,28130.0,4033942.88,1
BRAND-4225,Brand_4225,India,2020,0.7361885605363174,Hemp,Yes,93671.45,Yes,14,416.2,Growing,Fair Trade,461700.0,2999623.61,1
BRAND-4226,Brand_4226,Germany,2024,0.6597199152732236,Recycled Polyester,No,91392.61,No,4,367.66,Declining,GOTS,237480.0,1811839.91,2
BRAND-4227,Brand_4227,Italy,2018,0.4414165764554352,Bamboo Fabric,Yes,97466.49,No,8,81.02,Declining,GOTS,74440.0,1601830.48,2
BRAND-4228,Brand_4228,UK,2023,0.2785594733278006,Vegan Leather,Yes,25849.66,Yes,17,338.05,Declining,GOTS,32759.999999999996,1966309.38,1
BRAND-4229,Brand_4229,Italy,2016,0.6820792789383319,Recycled Polyester,No,76841.59,No,12,250.84,Growing,GOTS,403510.0,2556696.81,2
BRAND-4230,Brand_4230,Australia,2024,0.35314128423357627,Organic Cotton,Yes,2880.56,No,18,115.87,Stable,B Corp,250620.0,2331280.7,2
